search_term	match_term	match_type	gene	drug	interaction_types	sources	pmids
UGT1A1	UGT1A1	Definite	UGT1A1	TRANILAST	""	PharmGKB	10381366|20562211|19852077|19390945|19364970|18466101|18349289|17728214|17058217|1651156|14647407|12969965|12181437|12019197|11037804
UGT1A1	UGT1A1	Definite	UGT1A1	RISPERIDONE	""	PharmGKB	29955115
UGT1A1	UGT1A1	Definite	UGT1A1	ETOPOSIDE	""	PharmGKB	25055799|10381366|20562211|19852077|19390945|19364970|18466101|18349289|17728214|17058217|1651156|14647407|12969965|12181437|12019197|11037804
UGT1A1	UGT1A1	Definite	UGT1A1	INDINAVIR	""	PharmGKB	10353933|9784835|9630669|7565971|22050734|20562211|20504240|20335017|19390945|19299905|17728214|17627617|17058217|16969497|16809730|16609363|16456808|16170755|16118329|15709193|15297419|15007088|12181419|11156391|10591539
UGT1A1	UGT1A1	Definite	UGT1A1	AXITINIB	""	PharmGKB	26512042
UGT1A1	UGT1A1	Definite	UGT1A1	OLANZAPINE	""	PharmGKB	23559402
UGT1A1	UGT1A1	Definite	UGT1A1	CARBOPLATIN	""	PharmGKB	25055799
UGT1A1	UGT1A1	Definite	UGT1A1	METHOTREXATE	""	PharmGKB	29791011
UGT1A1	UGT1A1	Definite	UGT1A1	7-ETHYL-10-HYDROXYCAMPTOTHECIN	""	PharmGKB	27116457|25427841|18221820|17627617|17577039|17185998|16951398|16636344|15179405|15007088|11990381|10381366|20562211|19852077|19390945|19364970|18466101|18349289|17728214|17058217|1651156|14647407|12969965|12181437|12019197|11037804
UGT1A1	UGT1A1	Definite	UGT1A1	DOLUTEGRAVIR	""	PharmGKB|FDA	24329186
UGT1A1	UGT1A1	Definite	UGT1A1	DAIDZEIN	""	DTC	21030469
UGT1A1	UGT1A1	Definite	UGT1A1	RITONAVIR	inhibitor	GuideToPharmacology	""
UGT1A1	UGT1A1	Definite	UGT1A1	RUCAPARIB	""	PharmGKB	""
UGT1A1	UGT1A1	Definite	UGT1A1	LOVASTATIN	""	PharmGKB	""
UGT1A1	UGT1A1	Definite	UGT1A1	ERLOTINIB	""	PharmGKB	""
UGT1A1	UGT1A1	Definite	UGT1A1	FEBUXOSTAT	""	PharmGKB	27798726
UGT1A1	UGT1A1	Definite	UGT1A1	DEXAMETHASONE	""	PharmGKB	25055799
UGT1A1	UGT1A1	Definite	UGT1A1	NILOTINIB	""	CGI|PharmGKB|FDA	24898899|17611564
UGT1A1	UGT1A1	Definite	UGT1A1	ALLOPURINOL	""	PharmGKB	27798726
UGT1A1	UGT1A1	Definite	UGT1A1	BILIRUBIN	""	PharmGKB	15179405|10091406|9784835|9765507|9630669|8027054|7565971|4897277|3306242|22805420|22559977|21813404|20693308|20562445|19830808|1898728|18518849|17949292|17898154|17000907|16609363|15986396|15712364|15111762|12891498|12816916|12386134|12181419|11929814|11401924|11013440|10836148|10748067|10706110|10353933|10190918
UGT1A1	UGT1A1	Definite	UGT1A1	CARVEDILOL	""	PharmGKB	20643254|16849011
UGT1A1	UGT1A1	Definite	UGT1A1	PAZOPANIB	""	CGI|PharmGKB|FDA	24107802
UGT1A1	UGT1A1	Definite	UGT1A1	ETHINYL ESTRADIOL	""	DTC	21030469
UGT1A1	UGT1A1	Definite	UGT1A1	CLOZAPINE	""	PharmGKB	22565219
UGT1A1	UGT1A1	Definite	UGT1A1	RALOXIFENE	""	PharmGKB	10381366|20562211|19852077|19390945|19364970|18466101|18349289|17728214|17058217|1651156|14647407|12969965|12181437|12019197|11037804
UGT1A1	UGT1A1	Definite	UGT1A1	RALTEGRAVIR	""	FDA	""
UGT1A1	UGT1A1	Definite	UGT1A1	ARFORMOTEROL	""	PharmGKB|FDA	""
UGT1A1	UGT1A1	Definite	UGT1A1	LOSARTAN	""	PharmGKB	""
UGT1A1	UGT1A1	Definite	UGT1A1	IRINOTECAN	""	CGI|FDA	""
UGT1A1	UGT1A1	Definite	UGT1A1	BINIMETINIB	""	PharmGKB|FDA	""
UGT1A1	UGT1A1	Definite	UGT1A1	INDACATEROL	""	PharmGKB|FDA	""
UGT1A1	UGT1A1	Definite	UGT1A1	ATORVASTATIN	""	PharmGKB	""
UGT1A1	UGT1A1	Definite	UGT1A1	FLUVASTATIN	""	PharmGKB	""
UGT1A1	UGT1A1	Definite	UGT1A1	SIMVASTATIN	""	PharmGKB	""
TNFRSF11B	TNFRSF11B	Definite	TNFRSF11B	ANASTROZOLE	""	PharmGKB	""
TNFRSF11B	TNFRSF11B	Definite	TNFRSF11B	EPINEPHRINE	""	NCI	11239501
TNFRSF11B	TNFRSF11B	Definite	TNFRSF11B	RISEDRONIC ACID	""	NCI	15777635
TNFRSF11B	TNFRSF11B	Definite	TNFRSF11B	TESTOSTERONE	""	NCI	11932280
TNFRSF11B	TNFRSF11B	Definite	TNFRSF11B	LETROZOLE	""	PharmGKB	""
CD14	CD14	Definite	CD14	IC14	inhibitor	TdgClinicalTrial|ChemblInteractions|TTD	""
CD14	CD14	Definite	CD14	LOVASTATIN	""	NCI	7506029
HGF	HGF	Definite	HGF	IMATINIB MESYLATE	""	NCI	11439348
HGF	HGF	Definite	HGF	THALIDOMIDE	""	NCI	15939924
HGF	HGF	Definite	HGF	ASPIRIN	""	NCI	11981761
HGF	HGF	Definite	HGF	RESVERATROL	""	NCI	15672869
HGF	HGF	Definite	HGF	RESERPINE	""	NCI	16081063
HGF	HGF	Definite	HGF	TRASTUZUMAB	""	CGI	""
HGF	HGF	Definite	HGF	CABOZANTINIB	""	CGI	""
HGF	HGF	Definite	HGF	FICLATUZUMAB	inhibitor|antibody	TALC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|TTD	""
HGF	HGF	Definite	HGF	MP-0250	""	TTD	""
HGF	HGF	Definite	HGF	WORTMANNIN	""	NCI	9603913
HGF	HGF	Definite	HGF	STREPTOZOCIN	""	NCI	12403787
HGF	HGF	Definite	HGF	METHOTREXATE	""	NCI	10732770
HGF	HGF	Definite	HGF	EPIGALOCATECHIN GALLATE	""	NCI	16449979
HGF	HGF	Definite	HGF	RILOTUMUMAB	inhibitor|antibody	TALC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|CancerCommons	""
WT1	WT1	Definite	WT1	DIMETHYL SULFOXIDE	""	NCI	9040935
WT1	WT1	Definite	WT1	HALOFUGINONE	""	NCI	16148645
WT1	WT1	Definite	WT1	SIROLIMUS	""	NCI	15782132
WT1	WT1	Definite	WT1	CYTARABINE	""	CIViC	18591546
WT1	WT1	Definite	WT1	CURCUMIN	""	NCI	16490174
WT1	WT1	Definite	WT1	DEFEROXAMINE	""	NCI	12738801
WT1	WT1	Definite	WT1	DAUNORUBICIN	""	CIViC	18591546
EP300	EP300	Definite	EP300	CHEMBL404916	""	DTC	21292492
EP300	EP300	Definite	EP300	CHEMBL257748	""	DTC	21292492
EP300	EP300	Definite	EP300	CHEMBL1797708	""	DTC	21292492
EP300	EP300	Definite	EP300	GARCINOL	inhibitor	DTC|GuideToPharmacology	19086895
EP300	EP300	Definite	EP300	CURCUMIN	inhibitor	GuideToPharmacology	""
EP300	EP300	Definite	EP300	CHEMBL1797707	""	DTC	21292492
EP300	EP300	Definite	EP300	PLUMBAGIN	inhibitor	GuideToPharmacology	""
STAT1	STAT1	Definite	STAT1	GARCINOL	""	DTC	""
STAT1	STAT1	Definite	STAT1	GUTTIFERONE K	""	DTC	""
STAT1	STAT1	Definite	STAT1	PICOPLATIN	""	CIViC	15726096
STAT1	STAT1	Definite	STAT1	CISPLATIN	""	CIViC	15726096
STAT1	STAT1	Definite	STAT1	IPRIFLAVONE	""	DTC	""
STAT1	STAT1	Definite	STAT1	CHEMBL85826	""	DTC	""
COL1A1	COL1A1	Definite	COL1A1	OCRIPLASMIN	""	ChemblInteractions	""
COL1A1	COL1A1	Definite	COL1A1	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	""	ChemblInteractions|TEND	""
NOS2	NOS2	Definite	NOS2	BENZODIAZEPINE	""	NCI	12106778
NOS2	NOS2	Definite	NOS2	DIAZOXIDE	""	NCI	12856829
NOS2	NOS2	Definite	NOS2	FLUOXETINE	""	NCI	16413968
NOS2	NOS2	Definite	NOS2	BANOXANTRONE	""	DTC	18681417
NOS2	NOS2	Definite	NOS2	NIMODIPINE	""	NCI	16044358
NOS2	NOS2	Definite	NOS2	DOXORUBICIN	""	PharmGKB	21048526
NOS2	NOS2	Definite	NOS2	PROPOFOL	""	NCI	16645450
NOS2	NOS2	Definite	NOS2	DIMETHYL SULFOXIDE	""	NCI	15919216
NOS2	NOS2	Definite	NOS2	CAPTOPRIL	""	NCI	15680268
NOS2	NOS2	Definite	NOS2	RIFAMPIN	""	PharmGKB	22341855
NOS2	NOS2	Definite	NOS2	1400W	inhibitor	GuideToPharmacology	10592235
NOS2	NOS2	Definite	NOS2	DOXYCYCLINE	inhibitor	MyCancerGenomeClinicalTrial	""
NOS2	NOS2	Definite	NOS2	GW-274150	inhibitor	GuideToPharmacology|TTD	""
NOS2	NOS2	Definite	NOS2	TILARGININE	""	TdgClinicalTrial	""
NOS2	NOS2	Definite	NOS2	IBUPROFEN	""	PharmGKB	25502615
NOS2	NOS2	Definite	NOS2	ESTRADIOL	""	NCI	17068060
NOS2	NOS2	Definite	NOS2	PIMAGEDINE	inhibitor	GuideToPharmacology|TTD	10592235|17016423|17139284|11752352
NOS2	NOS2	Definite	NOS2	THEOPHYLLINE	""	NCI	12223230
NOS2	NOS2	Definite	NOS2	ISONIAZID	""	PharmGKB	22341855
NOS2	NOS2	Definite	NOS2	ALT-2074	""	TTD	""
NOS2	NOS2	Definite	NOS2	KD7040	""	TdgClinicalTrial	""
NOS2	NOS2	Definite	NOS2	CURCUMIN	""	TTD	""
ABCA1	ABCA1	Definite	ABCA1	PRAVASTATIN	""	PharmGKB	20031551|19673941
ABCA1	ABCA1	Definite	ABCA1	CYCLOSPORINE	""	NCI	15084924
ABCA1	ABCA1	Definite	ABCA1	SIMVASTATIN	""	PharmGKB	20031551
ABCA1	ABCA1	Definite	ABCA1	PROBUCOL	inhibitor	ChemblInteractions|GuideToPharmacology|TTD	15514211|1868500|20075420|19458386|19075491|19427182
ABCA1	ABCA1	Definite	ABCA1	ATORVASTATIN	""	PharmGKB	20031551
ABCA1	ABCA1	Definite	ABCA1	FENOFIBRATE	""	PharmGKB	""
FGF2	FGF2	Definite	FGF2	CAFFEINE	""	NCI	15738284
FGF2	FGF2	Definite	FGF2	QUIZARTINIB	""	CIViC	27671675
FGF2	FGF2	Definite	FGF2	THYROTROPIN	""	NCI	7519916
FGF2	FGF2	Definite	FGF2	VINCRISTINE	""	NCI	8988045
FGF2	FGF2	Definite	FGF2	PYRAZOLE	""	NCI	9730230
FGF2	FGF2	Definite	FGF2	FLUVOXAMINE	""	PharmGKB	""
FGF2	FGF2	Definite	FGF2	REBAMIPIDE	""	NCI	8774986
FGF2	FGF2	Definite	FGF2	TRIAMCINOLONE	""	NCI	15923512
FGF2	FGF2	Definite	FGF2	ATORVASTATIN	""	NCI	12147302
FGF2	FGF2	Definite	FGF2	LENALIDOMIDE	""	PharmGKB	28373444
FGF2	FGF2	Definite	FGF2	FAMOTIDINE	""	NCI	11943947
FGF2	FGF2	Definite	FGF2	INDOMETHACIN	""	NCI	9071932
FGF2	FGF2	Definite	FGF2	ABT-510	""	NCI	16051960
FGF2	FGF2	Definite	FGF2	SUCRALFATE	inducer|agonist	TTD	8578198|1957124|8578218|7948825|1970337
FGF2	FGF2	Definite	FGF2	ASPIRIN	""	NCI	9071932
FGF2	FGF2	Definite	FGF2	THALIDOMIDE	""	PharmGKB	28373444
FGF2	FGF2	Definite	FGF2	PHENYLEPHRINE	""	NCI	15875663
FGF2	FGF2	Definite	FGF2	SIROLIMUS	other/unknown	TdgClinicalTrial	12742462
FGF2	FGF2	Definite	FGF2	MUPARFOSTAT	inhibitor	ChemblInteractions	""
FGF2	FGF2	Definite	FGF2	SQUALAMINE	""	TTD	""
FGF2	FGF2	Definite	FGF2	FP-1039	suppressor	TALC	""
VHL	VHL	Definite	VHL	TRAMETINIB	""	JAX-CKB	26487278
VHL	VHL	Definite	VHL	NICOTINE	""	NCI	14555188
VHL	VHL	Definite	VHL	IBUPROFEN	""	NCI	15217953
VHL	VHL	Definite	VHL	BEVACIZUMAB	""	JAX-CKB|CGI	16827904|22931246
VHL	VHL	Definite	VHL	OLAPARIB	""	JAX-CKB	28346230
VHL	VHL	Definite	VHL	AXITINIB	""	CGI	""
VHL	VHL	Definite	VHL	EVEROLIMUS	""	JAX-CKB|CIViC	26951309
VHL	VHL	Definite	VHL	TELAGLENASTAT	""	JAX-CKB	28346230
VHL	VHL	Definite	VHL	SARACATINIB	""	JAX-CKB	26802156
VHL	VHL	Definite	VHL	CEDIRANIB	""	JAX-CKB	26802156
VHL	VHL	Definite	VHL	TEMSIROLIMUS	""	CIViC	16341243
VHL	VHL	Definite	VHL	GEDATOLISIB	""	JAX-CKB	21325073
VHL	VHL	Definite	VHL	SUNITINIB	""	JAX-CKB|CGI	26487278|22105611
VHL	VHL	Definite	VHL	APITOLISIB	""	JAX-CKB	26951309
VHL	VHL	Definite	VHL	REGORAFENIB	""	JAX-CKB	21170960
VHL	VHL	Definite	VHL	RUXOLITINIB	""	CIViC	27518686
VHL	VHL	Definite	VHL	SORAFENIB	""	CGI	""
TCF7L2	TCF7L2	Definite	TCF7L2	TACROLIMUS	""	PharmGKB	23041303|21857094
TCF7L2	TCF7L2	Definite	TCF7L2	REPAGLINIDE	""	PharmGKB	20054294
TCF7L2	TCF7L2	Definite	TCF7L2	SIROLIMUS	""	PharmGKB	23041303|21857094
TCF7L2	TCF7L2	Definite	TCF7L2	CYCLOSPORINE	""	PharmGKB	23041303|21857094
TCF7L2	TCF7L2	Definite	TCF7L2	HYDROCHLOROTHIAZIDE	""	PharmGKB	""
NPM1	NPM1	Definite	NPM1	CRIZOTINIB	""	JAX-CKB	18089725|27009859|24509625|25749034|25421750
NPM1	NPM1	Definite	NPM1	DEGUELIN	""	JAX-CKB	25348016|25242579
NPM1	NPM1	Definite	NPM1	ENMD-2076	""	JAX-CKB	27406088
NPM1	NPM1	Definite	NPM1	VORINOSTAT	""	JAX-CKB	26634271
NPM1	NPM1	Definite	NPM1	IXAZOMIB	""	JAX-CKB	26634271
NPM1	NPM1	Definite	NPM1	ASP-3026	""	JAX-CKB	27009859|25749034|25421750
NPM1	NPM1	Definite	NPM1	ENTRECTINIB	""	JAX-CKB	26939704
NPM1	NPM1	Definite	NPM1	CERITINIB	""	JAX-CKB	27009859|25749034|25421750
NPM1	NPM1	Definite	NPM1	CHEMBL3397300	""	JAX-CKB	27009859|25749034|25421750|27780853
NPM1	NPM1	Definite	NPM1	MIDOSTAURIN	""	PharmGKB|FDA	""
NPM1	NPM1	Definite	NPM1	TRETINOIN	""	CIViC	21719597|19965647
NPM1	NPM1	Definite	NPM1	LORLATINIB	""	JAX-CKB	25749034
NPM1	NPM1	Definite	NPM1	ALECTINIB	""	JAX-CKB	27009859|25749034|25421750
NPM1	NPM1	Definite	NPM1	DAUNORUBICIN	""	CGI	""
NPM1	NPM1	Definite	NPM1	VENETOCLAX	""	PharmGKB|FDA	""
IL1A	IL1A	Definite	IL1A	RILONACEPT	binder	TdgClinicalTrial|TEND	23553601|23319019
IL1A	IL1A	Definite	IL1A	BERMEKIMAB	inhibitor	ChemblInteractions|TTD	""
IL1A	IL1A	Definite	IL1A	HYDROXYCHLOROQUINE	""	NCI	8336306
IL1A	IL1A	Definite	IL1A	OLANZAPINE	""	PharmGKB	21107309
IL1A	IL1A	Definite	IL1A	AMG-108	""	TdgClinicalTrial	""
IL1A	IL1A	Definite	IL1A	MABP1	""	TTD	""
MIR155	MIR155	Definite	MIR155	COBOMARSEN	""	TTD	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	HERBIMYCIN	""	DTC	23947794
HSP90AA1	HSP90AA1	Definite	HSP90AA1	ARGENTEOSIDE A	""	DTC	23362862
HSP90AA1	HSP90AA1	Definite	HSP90AA1	GEDUNIN	""	DTC	25756299
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CELASTROL	""	DTC	25756299
HSP90AA1	HSP90AA1	Definite	HSP90AA1	LUMINESPIB	""	DTC|TTD	25313505
HSP90AA1	HSP90AA1	Definite	HSP90AA1	DERRUBONE	""	DTC	18020309
HSP90AA1	HSP90AA1	Definite	HSP90AA1	TANESPIMYCIN	inhibitor	DTC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|TTD	21920765|23520985|25277067|22480433|21764310
HSP90AA1	HSP90AA1	Definite	HSP90AA1	RADICICOL	""	DTC	16499313
HSP90AA1	HSP90AA1	Definite	HSP90AA1	NOVOBIOCIN	""	DTC	21129982|23859777
HSP90AA1	HSP90AA1	Definite	HSP90AA1	GAMBOGIC ACID	""	DTC	21486005
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL582099	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL602363	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	KW-2478	""	TTD	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	METHYLBENZETHONIUM CHLORIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL53898	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL260342	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL590927	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	TERCONAZOLE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1567571	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL591137	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	HEXACHLOROPHENE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CLOTRIMAZOLE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CALMIDAZOLIUM CHLORIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	RETASPIMYCIN	inhibitor	MyCancerGenome|TdgClinicalTrial	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	ZEARALANONE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1306556	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	ZERANOL	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL547285	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	SERTACONAZOLE NITRATE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	TRICLOSAN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1688556	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL590184	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1466186	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	DISULFIRAM	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CLIOQUINOL	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	DAUNORUBICIN HYDROCHLORIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	DIACEREIN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	ALEXIDINE HYDROCHLORIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1098875	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	ZEARALENONE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL582983	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL463701	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL591876	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	RHEIN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	IODOQUINOL	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	NITROXOLINE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	AMLEXANOX	""	TTD	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	POMIFERIN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	FENTICLOR	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1546228	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL565893	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL428064	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	GERONTOXANTHONE I	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	DIPYRIDAMOLE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	FLUCONAZOLE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	BIFONAZOLE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	WORTMANNIN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	MICONAZOLE NITRATE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	THONZONIUM BROMIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL592600	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	TRIADIMENOL	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CYCLOHEXIMIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	BUTOCONAZOLE NITRATE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	BROXYQUINOLINE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	RETASPIMYCIN HYDROCHLORIDE	inhibitor	TdgClinicalTrial|ChemblInteractions	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	NANAOMYCIN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	THIRAM	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	PROPICONAZOLE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	ECONAZOLE NITRATE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	GELDANAMYCIN	""	DTC	21273068|18408713|18020309|25277067|21129982|21861487|23859777|23947794|25756299|17016423|17139284
HSP90AA1	HSP90AA1	Definite	HSP90AA1	SILIBININ	""	DTC	21273068
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL192264	""	DTC	21764310
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CUCURBITACIN D	""	DTC	25756299
HSP90AA1	HSP90AA1	Definite	HSP90AA1	MONOCILLIN I	""	DTC	16499313
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL2022241	""	DTC	25756299
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1834096	""	DTC	21875802
HSP90AA1	HSP90AA1	Definite	HSP90AA1	RADANAMYCIN	""	DTC	16464590
HSP90AA1	HSP90AA1	Definite	HSP90AA1	ALVESPIMYCIN	inhibitor	TdgClinicalTrial|GuideToPharmacology	17139284|17016423|10592235
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CALCIMYCIN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL553939	""	TdgClinicalTrial|TTD	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1224755	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1385558	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL473721	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL591126	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	KETOCONAZOLE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1287983	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CLOXYQUIN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	TOTAROL	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CICLOPIROX OLAMINE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	ONALESPIB	inhibitor	CancerCommons	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CETYLPYRIDINIUM BROMIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL591363	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	EFUNGUMAB	""	TTD	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL523200	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL534423	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL530499	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL2095095	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL599098	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	DOXORUBICIN HYDROCHLORIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	THIMEROSAL	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL578512	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	HALOFANTRINE HYDROCHLORIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL1256761	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	TOXYLOXANTHONE C	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	GANETESPIB	inhibitor	MyCancerGenome|TdgClinicalTrial|ChemblInteractions|CancerCommons	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	ITRACONAZOLE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	OLEOYLETHANOLAMIDE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	DESACETYL SALANNIN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL591361	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL601768	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	TERPYRIDINE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL599255	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL538798	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL533226	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	BIIB021	inhibitor	GuideToPharmacology|TTD	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	DICHLOROPHEN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	SCLEROTIORIN	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL505670	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL548540	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL600694	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	MICONAZOLE	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	NORDIHYDROGUAIARETIC ACID	""	DTC	""
HSP90AA1	HSP90AA1	Definite	HSP90AA1	CHEMBL585827	""	DTC	""
